house_size_sqm,num_occupants,season,ac,fridge,lights,fans,washing_machine,tv,bill
174,1,0,8,23,5,3,1,3,1543
147,3,0,1,24,7,7,2,4,1297
66,5,0,3,24,8,11,4,10,1508
156,6,0,10,23,6,5,1,6,1833
92,1,0,6,23,6,9,2,5,1434
129,1,0,8,24,5,4,0,3,1448
57,6,0,3,23,8,7,3,10,1498
190,2,1,12,24,4,10,2,4,2024
155,6,1,10,24,10,11,3,3,2046
57,1,0,1,24,6,7,1,2,1038
145,5,0,5,23,4,8,3,7,1651
143,2,1,14,23,3,13,3,4,2073
114,4,0,9,23,9,9,1,7,1755
88,6,1,6,23,3,11,2,8,1751
130,4,1,8,23,6,11,1,5,1790
133,2,1,7,23,9,8,1,4,1673
137,2,1,10,24,7,9,1,3,1767
135,2,1,13,24,7,11,1,5,2024
142,3,0,12,23,3,8,1,2,1792
135,6,0,1,24,9,4,3,6,1461
93,5,1,11,24,10,4,2,5,1896
186,5,0,7,23,6,7,1,6,1766
123,4,1,8,24,6,8,1,4,1711
85,4,0,2,24,8,12,2,6,1419
150,4,0,11,23,6,10,2,8,1982
153,6,0,1,24,4,9,2,9,1484
115,1,0,4,23,0,3,0,3,1139
104,4,0,6,24,7,10,1,7,1516
140,2,0,7,24,4,6,1,0,1474
71,4,0,8,23,0,10,3,6,1597
150,2,0,3,23,3,10,3,1,1322
170,3,1,12,24,5,6,2,7,2027
142,1,1,10,23,4,8,2,6,1770
157,1,0,6,24,7,12,1,5,1554
190,6,0,5,24,8,3,3,5,1716
59,6,0,5,23,7,9,2,4,1439
58,5,1,8,23,4,7,3,6,1737
83,3,0,4,24,7,11,2,4,1382
178,6,0,5,23,10,7,2,6,1745
138,2,1,11,24,8,10,2,4,1894
142,3,1,6,24,5,14,1,7,1708
120,1,1,9,24,6,16,0,2,1667
116,2,0,3,23,4,7,2,2,1308
197,3,1,11,23,4,12,2,5,2053
166,1,0,6,24,6,7,1,3,1465
143,6,1,12,24,4,16,3,6,2177
148,2,0,8,24,4,12,1,5,1632
162,2,0,7,24,7,8,2,4,1712
152,1,0,7,24,3,9,0,2,1422
140,2,1,9,23,3,14,3,5,1854
139,6,0,5,24,11,6,2,9,1738
66,6,0,0,23,8,7,1,6,1211
67,6,0,7,24,4,11,3,6,1659
165,1,1,11,24,5,7,0,6,1835
142,4,0,9,23,6,9,3,3,1757
140,4,0,4,24,8,9,3,5,1584
131,2,0,9,23,6,5,0,6,1597
117,6,0,5,23,7,11,2,8,1675
163,2,1,9,23,6,12,3,6,1914
50,1,0,9,23,5,6,0,0,1304
107,2,1,10,23,6,6,0,3,1684
158,5,1,15,24,6,9,2,3,2140
197,4,0,7,24,3,5,2,8,1767
165,2,1,13,24,5,9,1,5,1976
136,2,1,13,23,4,9,0,4,1899
59,3,1,7,23,5,14,2,3,1564
108,2,0,6,23,7,4,3,3,1440
90,5,1,9,23,9,7,2,10,1878
154,4,1,13,24,7,9,1,5,2110
182,3,0,3,23,7,15,1,3,1490
171,1,0,8,24,4,3,0,1,1463
194,1,1,14,24,4,4,1,7,2075
71,4,1,6,24,7,14,2,5,1592
147,1,1,7,24,6,9,0,3,1596
117,5,0,0,24,8,5,0,3,1131
188,2,1,17,24,5,12,2,2,2278
105,4,0,3,23,6,10,0,7,1334
198,3,1,15,24,9,13,1,1,2195
148,2,1,9,23,0,12,3,2,1797
125,1,0,9,23,6,5,1,3,1510
75,1,1,10,24,4,12,0,5,1607
164,3,0,13,24,5,9,0,5,1873
196,5,1,15,24,6,15,1,5,2321
158,3,0,7,24,2,12,0,3,1500
96,4,0,6,24,6,5,0,4,1376
120,3,1,11,24,8,16,0,4,1876
89,1,0,13,23,4,6,2,2,1728
182,5,1,11,24,6,6,3,6,2114
198,5,0,3,23,5,12,0,8,1588
181,6,0,7,24,7,10,5,8,1985
72,3,0,3,24,0,2,2,1,1165
155,4,1,11,23,4,9,4,3,2040
133,1,0,9,23,5,5,0,5,1500
192,2,0,8,24,2,6,0,4,1531
165,5,0,5,23,4,13,3,6,1673
158,3,1,10,23,5,10,2,8,1971
185,6,1,8,23,8,9,3,11,2129
90,4,0,9,24,8,11,1,7,1697
161,4,0,9,23,6,6,2,2,1775
196,1,1,8,24,4,18,2,3,1851
161,5,0,14,24,7,8,1,8,2101
152,1,0,5,23,4,10,0,7,1431
95,6,0,6,23,8,13,3,6,1699
117,2,0,4,24,8,5,3,5,1451
171,2,0,8,24,5,10,0,5,1630
64,2,0,5,23,3,6,1,6,1235
178,4,1,6,23,6,11,0,7,1727
160,5,0,10,23,11,2,3,0,1839
73,1,0,2,23,5,6,0,5,1044
76,1,1,11,23,3,15,1,3,1675
89,6,1,8,23,7,13,2,6,1772
73,2,1,9,24,5,10,1,2,1597
73,5,1,10,23,5,11,3,4,1815
53,5,0,4,24,9,10,4,5,1420
116,6,1,12,24,8,13,2,7,2129
83,3,0,3,24,8,9,1,2,1199
165,5,1,13,23,0,14,1,6,2061
72,5,1,5,23,7,10,0,9,1587
158,1,1,7,23,5,6,0,8,1626
118,6,0,7,24,5,5,3,6,1745
144,5,1,13,23,7,9,2,5,2065
111,5,1,10,23,5,5,3,5,1928
106,1,1,14,23,1,7,1,5,1814
103,5,0,3,23,8,5,4,7,1508
119,1,0,2,23,4,4,1,3,1110
150,3,1,13,23,2,6,1,3,1940
106,4,0,5,23,9,13,0,3,1482
187,1,1,13,24,5,13,0,3,1956
184,1,0,4,24,3,7,0,6,1390
152,5,1,9,23,3,11,3,4,1875
134,1,0,11,24,2,6,0,3,1612
110,6,1,9,23,4,9,1,6,1787
52,2,0,8,24,8,10,1,2,1368
177,2,0,9,24,9,8,1,8,1808
135,3,1,9,23,8,7,1,6,1786
96,1,1,13,23,1,14,1,5,1808
125,6,0,6,23,8,9,2,4,1635
87,5,1,9,24,11,13,4,5,1924
190,5,1,11,24,5,11,2,7,2135
136,4,1,11,24,6,11,1,6,1982
107,3,1,6,23,9,10,1,10,1629
99,6,0,8,24,8,9,3,8,1811
79,6,1,10,23,8,7,3,5,1930
150,5,0,4,23,5,9,2,6,1577
74,4,0,1,24,3,3,1,6,1164
161,5,1,9,23,7,9,1,8,1976
175,4,1,11,23,5,15,1,0,1945
172,2,0,7,23,4,4,3,2,1546
96,6,1,9,24,5,9,2,7,1813
167,2,1,12,24,7,9,0,0,1808
88,5,0,1,24,7,5,3,8,1388
65,3,0,4,24,9,7,2,5,1336
71,1,0,5,24,7,8,2,3,1304
103,3,1,10,23,6,15,3,2,1848
198,3,1,14,24,6,14,3,8,2321
65,1,0,4,24,7,9,0,1,1125
108,6,0,5,23,7,7,0,8,1555
80,2,1,6,24,7,8,0,9,1509
81,2,1,10,24,5,12,1,8,1767
58,6,1,6,24,8,12,3,7,1704
188,1,0,8,23,8,9,0,3,1615
59,4,1,12,23,3,9,2,7,1887
66,3,1,10,23,8,11,1,4,1709
117,5,0,9,24,9,8,4,6,1845
97,2,1,8,24,5,9,1,2,1590
160,6,0,3,24,7,11,3,8,1718
172,5,1,10,23,6,6,2,4,2035
198,1,0,5,24,3,6,1,6,1517
150,5,0,5,24,9,5,2,3,1544
151,5,0,0,23,4,6,2,5,1296
114,3,1,10,23,6,9,0,4,1718
100,1,1,9,24,2,9,0,2,1533
85,5,1,11,24,5,13,1,4,1815
130,2,1,11,24,3,11,2,4,1864
176,1,0,6,24,5,5,1,2,1422
137,2,1,12,23,6,12,0,3,1844
153,6,1,13,24,9,12,2,6,2190
64,6,0,3,24,7,2,1,8,1318
145,4,0,6,23,10,6,3,8,1766
172,6,0,11,24,6,9,3,5,1979
50,5,0,5,24,8,9,1,6,1429
200,1,1,9,24,7,12,1,4,1870
171,6,0,3,24,6,5,4,9,1702
175,2,1,6,23,6,12,0,8,1736
106,5,1,3,23,2,5,2,1,1377
130,6,0,4,23,9,7,3,2,1518
122,3,0,5,24,4,13,1,4,1533
190,2,0,4,24,8,10,2,2,1494
119,2,0,3,23,5,8,1,2,1285
55,4,0,1,24,8,6,0,2,1015
133,3,1,5,24,4,14,2,5,1708
101,4,0,5,23,12,7,1,4,1430
52,6,1,10,24,7,9,1,8,1800
130,3,0,4,23,10,12,2,4,1450
112,2,1,13,23,5,11,1,4,1873
98,4,1,9,24,5,12,3,8,1892
125,5,1,12,24,8,6,3,6,2052
161,3,0,6,23,8,6,1,5,1616
158,2,0,8,24,7,10,2,2,1650
114,1,0,1,23,6,7,0,4,1116
130,3,1,12,23,6,10,3,3,1971
64,3,1,8,24,7,7,1,5,1560
149,6,0,9,24,8,10,1,3,1850
81,5,0,4,23,6,6,1,5,1367
145,6,1,15,24,7,11,2,4,2234
177,3,1,12,23,8,15,2,8,2137
195,3,0,4,24,3,13,0,6,1551
162,5,0,10,23,8,5,2,6,1882
132,5,0,2,23,8,7,2,6,1461
92,4,1,5,24,10,12,2,5,1627
165,2,1,14,24,0,8,3,6,2124
127,2,0,7,24,2,10,2,3,1555
107,4,0,5,23,4,9,1,12,1549
82,2,0,3,23,4,9,2,4,1253
63,3,0,7,23,7,7,1,1,1321
181,4,0,6,24,3,8,4,5,1715
108,4,1,10,23,5,12,2,5,1841
132,2,0,2,24,4,8,2,3,1264
183,1,1,10,23,4,6,2,2,1774
170,2,1,11,23,8,15,1,1,1906
132,6,1,11,23,8,11,2,5,2027
76,1,1,10,24,3,11,0,4,1649
129,4,1,9,23,3,14,2,7,1862
183,1,1,12,24,6,10,3,7,2146
62,3,1,11,24,4,7,2,8,1767
113,5,1,5,23,6,10,2,3,1614
196,1,0,6,24,4,11,0,1,1481
129,6,0,6,23,9,5,3,4,1702
172,5,0,4,24,6,2,2,6,1597
92,3,0,8,23,5,6,4,3,1647
138,6,0,8,23,5,9,4,6,1859
197,5,1,14,24,5,14,2,5,2313
144,3,1,16,24,7,11,2,5,2192
200,5,1,12,23,7,9,2,6,2166
51,5,1,7,24,6,6,1,7,1605
169,2,1,13,23,2,9,2,3,1996
71,6,0,3,23,5,2,2,8,1410
164,6,0,8,23,8,11,5,2,1916
106,1,1,12,23,4,7,1,3,1742
121,6,0,8,23,7,5,1,7,1668
56,6,0,8,23,8,4,3,6,1677
168,5,0,6,23,8,7,3,2,1682
163,4,0,8,23,7,8,2,3,1669
65,2,0,5,23,4,11,2,2,1341
132,1,1,10,24,4,10,1,1,1717
121,2,0,6,24,6,5,1,4,1418
173,1,0,8,23,0,10,1,1,1523
162,3,1,10,23,6,12,0,7,1964
61,5,1,4,23,8,10,4,4,1604
175,6,1,11,23,6,9,3,4,2116
102,6,1,10,23,4,8,2,8,1905
124,4,1,9,24,9,12,3,5,1950
182,2,1,12,24,3,10,0,2,1880
76,2,1,8,23,5,6,3,5,1625
189,2,1,10,24,6,10,0,2,1818
194,6,0,11,23,5,10,4,7,2226
183,2,1,17,24,2,17,0,3,2217
146,5,1,13,23,7,10,1,2,1990
54,1,0,2,24,2,10,2,3,1055
106,6,1,10,24,8,9,3,10,2075
127,5,1,10,24,6,11,1,9,1917
118,3,1,11,23,10,11,1,6,1930
167,5,1,11,24,7,15,2,9,2145
169,5,0,8,24,5,11,3,6,1840
108,3,0,11,24,7,9,2,5,1780
82,5,1,3,23,9,8,3,5,1526
111,1,0,4,24,2,9,0,2,1134
99,6,0,8,23,8,12,3,4,1747
161,4,0,6,24,7,9,0,6,1618
68,3,0,6,23,7,10,1,1,1353
172,6,0,6,23,5,8,3,5,1795
96,2,0,10,24,6,7,2,6,1630
82,1,1,12,23,5,12,3,7,1909
190,4,1,12,24,6,10,2,7,2149
133,1,0,11,24,10,3,0,2,1606
184,1,0,8,23,2,12,2,4,1684
128,2,0,6,23,5,10,0,3,1390
63,4,1,13,23,4,5,2,5,1833
196,1,1,7,23,5,3,1,6,1678
177,2,1,11,23,8,10,1,2,1908
103,3,1,10,23,8,12,2,4,1832
197,2,1,10,24,0,9,0,0,1721
78,5,1,6,23,10,8,2,5,1674
73,6,0,4,24,6,7,0,6,1352
131,2,1,5,23,4,10,2,2,1576
112,2,1,14,23,5,10,1,0,1905
154,2,1,15,23,4,7,1,3,1946
106,1,0,5,23,4,8,1,1,1231
185,4,1,10,23,5,11,1,10,2042
111,2,0,1,23,6,3,1,4,1177
66,2,0,2,23,7,9,2,6,1142
115,5,1,14,23,7,9,1,3,1974
55,5,1,8,24,6,8,3,4,1702
107,3,1,8,24,7,11,1,2,1677
118,3,0,5,23,8,7,0,5,1386
111,5,1,8,23,7,9,2,4,1769
131,4,0,1,24,6,5,1,5,1256
120,3,0,4,23,7,8,3,4,1510
180,6,1,7,23,6,14,2,7,2020
59,6,1,9,24,3,10,3,5,1725
147,4,1,13,24,7,8,1,4,2001
138,5,0,4,23,6,10,0,10,1540
84,3,1,9,23,4,11,2,2,1679
51,2,0,4,23,1,3,2,4,1213
173,5,1,8,23,5,11,3,6,1958
73,3,0,0,23,5,5,0,4,1027
123,4,1,6,23,9,13,2,2,1648
71,6,1,6,23,11,5,3,4,1671
88,4,0,5,23,6,7,2,4,1446
69,3,0,5,24,7,11,0,4,1321
90,4,1,13,23,4,9,3,3,1956
197,3,0,4,24,6,7,0,4,1526
157,3,0,4,23,5,5,2,5,1544
196,4,0,5,24,3,7,4,2,1666
133,1,0,5,24,7,3,2,3,1422
160,2,1,11,23,5,7,1,4,1901
115,5,0,7,24,8,4,2,5,1686
102,6,1,3,24,6,15,3,8,1667
83,2,1,12,23,0,6,0,6,1610
199,5,1,12,24,4,8,3,6,2208
116,5,0,8,24,8,3,2,7,1739
183,6,1,3,23,7,15,1,7,1761
76,2,1,11,24,6,9,0,5,1698
59,6,1,5,24,6,6,2,4,1537
122,3,1,8,23,6,8,0,4,1623
145,6,1,14,23,7,8,2,9,2214
97,4,0,7,23,4,10,3,4,1522
119,1,1,7,23,5,10,1,3,1497
149,1,0,8,23,8,4,1,6,1586
108,1,1,10,23,4,15,0,3,1668
51,2,1,7,24,2,12,2,4,1474
114,2,0,7,24,6,5,0,4,1375
132,3,0,5,24,3,9,1,4,1415
59,1,1,9,24,3,6,1,4,1485
102,3,1,10,24,5,5,1,4,1731
128,1,1,11,24,6,7,1,2,1744
108,2,1,15,24,6,13,3,5,2103
199,4,1,14,23,5,15,2,3,2228
97,4,0,8,24,3,4,3,8,1611
198,4,1,9,24,11,11,3,2,2036
172,6,1,6,24,7,16,4,2,1953
71,4,0,4,23,8,10,1,4,1346
149,5,0,5,24,7,6,0,6,1506
147,1,1,12,24,8,13,1,1,1899
74,4,0,4,23,4,10,1,6,1361
77,5,0,9,23,7,5,2,6,1685
162,5,0,1,24,6,0,1,8,1380
94,5,1,8,24,4,8,3,5,1777
117,3,1,10,24,8,10,3,4,1883
56,3,1,5,23,4,7,3,5,1476
98,5,0,8,23,7,6,2,6,1647
186,6,1,13,24,10,16,1,6,2285
132,4,1,8,24,9,12,1,2,1749
178,1,0,15,24,3,4,0,4,1898
187,6,1,7,23,9,7,2,8,1971
122,2,0,1,24,6,10,2,1,1228
95,3,0,3,23,3,7,4,2,1282
155,4,0,7,24,2,9,2,4,1564
81,4,0,0,23,6,9,0,6,1092
55,2,1,10,23,7,10,0,5,1613
194,2,1,18,24,11,18,1,2,2412
123,4,1,5,23,5,9,4,5,1670
163,2,0,7,24,5,4,2,3,1520
76,4,1,11,24,4,11,0,4,1705
103,6,1,11,24,10,10,1,5,1975
134,2,0,12,24,6,9,0,2,1694
176,6,0,5,23,8,6,3,3,1686
160,6,1,16,23,7,9,2,7,2383
64,2,0,4,23,3,11,1,8,1286
181,4,1,9,24,8,13,3,5,2062
142,5,0,11,23,9,7,1,6,1882
172,4,0,5,23,9,9,1,6,1606
122,1,1,13,23,7,12,1,4,1929
196,2,0,5,24,3,7,1,2,1488
141,3,0,2,24,5,4,2,4,1324
66,2,0,1,24,6,0,0,3,1027
92,1,1,11,23,3,13,1,5,1760
170,6,1,7,23,5,9,2,6,1852
90,3,1,8,24,5,15,1,6,1702
88,3,0,3,24,6,3,1,5,1258
162,4,0,4,24,13,9,1,7,1628
200,5,0,5,24,9,4,3,7,1752
160,4,0,7,24,5,8,2,5,1656
96,3,1,0,23,4,9,0,1,1082
112,3,1,12,24,3,5,2,6,1888
159,5,0,2,23,8,10,2,8,1542
118,2,1,6,24,4,12,1,4,1527
92,5,1,5,24,6,12,3,5,1642
83,6,1,9,23,6,14,2,6,1834
89,4,0,9,23,11,10,2,5,1724
110,2,1,9,23,8,9,2,4,1739
111,4,1,11,23,4,17,2,7,1998
107,5,1,11,24,4,12,0,5,1829
124,2,1,12,23,7,8,2,5,1923
65,5,1,5,24,5,10,0,6,1479
131,6,0,10,24,10,6,1,6,1858
143,1,1,9,24,6,16,1,6,1811
97,3,1,10,23,4,13,1,2,1676
187,2,0,6,23,6,8,0,1,1498
131,3,1,8,23,6,9,2,3,1745
87,1,0,8,23,1,13,2,3,1461
176,2,0,8,23,5,11,1,5,1677
68,3,0,0,23,5,6,1,4,1081
112,3,0,6,23,6,8,3,3,1533
126,2,1,16,24,5,12,1,7,2144
180,3,1,11,24,6,8,0,4,1908
151,3,0,4,24,4,5,2,5,1435
114,2,1,8,24,5,17,1,4,1715
169,3,0,5,24,3,7,1,8,1544
140,3,1,6,23,5,10,3,5,1735
57,4,1,8,23,5,13,1,6,1606
122,6,0,5,23,4,4,2,5,1545
183,4,1,12,24,6,11,1,8,2129
156,1,0,5,23,8,11,2,5,1546
138,4,1,16,23,5,6,3,3,2217
88,4,1,6,24,8,9,2,5,1622
162,1,1,11,24,5,10,1,7,1909
77,3,0,2,23,2,5,2,7,1209
146,3,0,4,23,10,11,2,0,1489
86,4,0,4,24,4,11,3,5,1412
186,1,1,11,24,5,12,3,3,1972
131,3,0,8,23,6,7,2,4,1647
105,5,0,4,24,6,12,1,3,1456
134,2,0,1,24,7,6,0,4,1191
51,2,1,12,24,7,11,2,3,1748
107,6,1,6,23,5,11,4,9,1854
156,2,1,9,23,5,9,1,3,1741
172,4,1,11,23,5,10,2,1,1962
163,2,0,6,23,4,4,2,6,1527
156,2,1,6,24,5,14,0,2,1568
86,5,0,7,23,8,2,0,7,1495
128,3,1,1,24,2,11,1,2,1325
141,5,0,9,24,6,5,1,3,1709
67,4,0,8,23,4,7,3,1,1478
147,2,1,13,23,6,5,1,4,1936
112,3,0,4,23,7,11,2,8,1525
199,6,0,7,23,9,6,0,3,1675
188,6,0,5,23,4,9,2,4,1657
53,2,0,4,24,6,8,1,6,1329
184,2,1,13,24,5,10,1,7,2102
110,6,1,6,23,4,12,3,6,1818
156,6,0,6,24,4,4,2,5,1653
103,4,1,8,23,5,11,3,6,1804
137,2,0,9,24,5,3,1,4,1561
117,6,0,3,23,9,4,2,7,1554
178,1,1,12,23,4,9,1,3,1914
104,6,0,5,24,8,5,0,5,1472
52,3,1,8,24,6,11,3,2,1653
170,3,0,8,24,4,3,1,3,1582
178,1,1,9,24,4,12,1,4,1786
151,4,1,10,23,6,17,3,3,2028
87,2,0,8,23,3,11,0,6,1451
134,2,1,7,24,6,12,0,2,1539
182,6,0,7,23,10,6,4,6,1935
141,3,1,12,23,9,11,1,0,1913
70,4,0,6,23,7,9,2,5,1460
158,4,1,14,24,7,14,1,6,2176
96,4,1,9,23,2,16,2,6,1807
133,6,1,12,23,5,9,3,6,2093
132,2,0,9,23,2,3,0,4,1502
84,4,1,4,24,5,12,4,5,1639
118,6,0,4,23,9,7,2,5,1538
178,6,1,12,23,8,8,4,7,2340
189,1,1,14,24,5,9,0,7,2065
76,5,0,5,23,7,4,1,7,1406
105,4,1,13,24,5,11,1,6,2035
72,5,0,3,23,6,13,1,5,1318
70,2,0,1,23,5,8,2,4,1064
110,6,0,8,24,9,6,1,8,1754
112,4,0,5,24,6,11,3,7,1670
171,3,0,4,23,5,8,2,6,1528
101,2,1,14,23,2,12,2,7,1994
137,1,0,8,24,3,13,0,5,1512
104,1,1,11,24,5,5,2,7,1789
95,5,0,10,23,6,3,3,11,1824
81,6,0,3,24,4,7,3,3,1396
104,5,1,13,23,4,15,2,6,2101
145,3,1,11,24,3,10,0,3,1762
182,3,0,5,24,5,10,2,4,1631
85,1,0,5,24,6,3,1,7,1281
159,4,1,11,24,7,13,1,8,2063
155,1,1,13,23,3,11,1,4,1955
107,1,0,1,24,3,5,2,4,1117
88,3,0,0,23,6,11,2,3,1119
129,5,0,3,24,7,10,4,8,1591
146,3,1,10,23,4,11,2,3,1879
162,6,0,8,24,2,7,2,7,1826
110,3,1,8,24,6,6,2,3,1611
186,3,1,12,23,5,9,2,3,2069
55,1,0,9,23,8,3,1,6,1426
158,4,0,1,23,5,8,3,4,1383
84,1,1,8,23,4,12,0,4,1526
88,2,0,12,23,5,9,1,3,1594
199,3,0,5,23,6,8,4,5,1727
167,3,1,8,24,6,15,3,5,1917
54,2,0,6,23,3,3,2,4,1299
136,3,1,8,23,3,11,1,5,1713
125,3,1,13,23,8,14,0,7,2046
106,6,0,13,24,6,9,2,5,1926
176,3,1,11,23,7,9,2,10,2119
78,2,1,17,24,4,13,2,3,2043
136,1,0,4,24,1,6,0,2,1152
190,3,1,10,23,8,11,2,4,1977
95,4,0,2,24,8,9,2,6,1361
165,2,1,9,24,6,6,1,2,1729
161,5,1,10,23,5,14,3,8,2087
200,6,1,12,24,8,13,2,6,2234
94,2,1,5,23,6,5,1,0,1346
194,1,1,9,23,3,0,1,6,1798
153,2,1,9,24,4,4,2,3,1725
134,5,1,12,24,6,11,3,4,2028
183,6,0,7,24,6,13,1,8,1932
157,4,1,10,23,7,13,1,5,1878
67,5,0,5,24,8,11,3,4,1555
143,2,1,5,23,4,13,0,3,1505
199,5,1,16,24,6,12,1,3,2296
82,2,0,2,24,5,1,1,4,1089
175,4,0,9,24,8,11,2,7,1894
171,4,0,6,24,6,6,2,9,1714
187,1,1,9,24,7,7,2,0,1821
164,4,0,9,23,5,6,3,6,1796
77,3,1,5,23,5,13,1,4,1461
60,5,1,5,23,8,11,1,6,1539
96,5,0,5,23,8,8,2,6,1529
176,2,1,11,24,4,10,1,2,1919
196,4,0,9,24,6,12,1,4,1831
167,1,0,8,23,3,2,2,4,1542
192,1,0,7,23,1,8,0,3,1559
175,1,0,7,23,4,9,0,0,1431
121,6,1,9,23,6,11,2,5,1898
156,3,1,14,24,5,15,2,6,2146
186,4,0,4,23,4,8,2,7,1599
82,1,0,5,23,6,6,2,5,1350
68,3,1,11,24,7,9,1,4,1743
123,5,1,13,23,6,6,4,4,2079
147,2,0,4,24,3,6,1,5,1375
190,4,1,8,23,5,7,2,5,1926
178,4,1,7,24,6,10,2,2,1765
142,6,1,9,24,9,5,2,4,1924
97,5,1,10,23,4,11,2,7,1846
113,4,0,4,24,5,6,2,5,1395
110,6,1,11,23,7,14,3,4,2036
88,6,0,5,23,9,9,3,4,1554
177,6,0,8,24,4,11,4,7,2004
137,4,0,6,23,5,8,3,1,1578
75,4,1,3,23,1,13,2,5,1439
66,4,1,5,23,9,11,1,6,1596
120,3,0,9,23,3,5,0,6,1542
62,6,1,5,23,8,9,3,6,1612
118,3,0,8,23,8,9,3,1,1633
75,2,0,5,23,8,9,1,5,1352
98,4,1,6,24,2,11,2,6,1623
56,5,1,10,24,9,11,3,8,1899
107,1,1,8,24,6,11,0,7,1600
98,2,0,5,24,7,5,1,4,1329
152,1,0,5,23,0,8,0,2,1274
102,1,1,1,24,3,10,2,5,1304
111,4,0,7,24,3,7,1,7,1551
66,5,0,7,24,6,2,3,6,1576
74,1,0,3,23,6,9,0,3,1092
180,6,1,13,24,11,6,4,9,2379
78,1,1,6,24,6,7,0,2,1325
166,2,1,8,23,6,12,1,3,1741
75,5,0,5,24,5,3,2,6,1448
173,5,1,8,23,5,13,2,5,1971
193,1,0,6,23,5,5,3,4,1645
74,5,0,2,23,6,9,4,7,1396
103,2,0,1,23,6,3,2,2,1145
122,2,1,10,23,5,9,1,3,1702
169,2,0,7,23,8,10,1,7,1704
105,6,1,9,24,9,10,1,6,1831
114,4,0,4,23,4,5,2,5,1414
142,1,1,8,24,6,12,0,3,1604
135,5,1,6,23,7,3,2,7,1756
129,2,1,6,24,4,14,1,2,1523
157,1,1,8,23,9,7,0,5,1699
167,1,1,13,24,5,15,1,3,2004
132,4,1,10,23,7,13,1,3,1842
196,6,1,12,24,9,10,2,4,2188
64,5,1,5,24,8,12,2,5,1590
180,6,0,7,23,9,2,2,6,1817
188,5,0,8,24,4,5,2,4,1814
79,2,0,9,23,8,6,2,3,1564
106,2,0,5,24,6,9,2,0,1373
195,1,0,6,23,5,7,2,3,1582
177,5,1,8,23,5,10,3,10,2036
97,5,1,9,24,5,9,1,1,1695
185,6,1,10,23,5,10,2,7,2093
71,2,1,12,24,4,10,0,5,1735
55,3,1,11,24,6,13,0,4,1623
153,1,0,3,23,2,9,0,4,1301
85,5,0,5,24,10,9,1,4,1521
128,4,1,17,24,7,15,1,4,2197
165,4,0,2,23,4,9,1,6,1445
106,3,0,5,23,7,8,3,0,1446
98,2,1,11,23,4,13,1,3,1756
131,2,1,9,23,3,10,3,5,1738
115,2,0,4,23,8,8,3,4,1424
126,6,0,4,23,6,11,2,8,1590
94,4,1,6,24,6,11,2,5,1678
128,2,0,5,23,7,10,2,4,1474
69,4,1,11,24,8,14,0,6,1824
172,3,0,3,24,6,13,2,3,1514
116,1,0,6,24,1,2,2,4,1342
132,6,1,13,23,5,6,2,9,2121
52,5,0,4,23,9,4,2,2,1324
113,3,1,8,24,7,5,1,3,1635
89,4,0,7,24,7,18,3,6,1690
108,3,0,2,23,4,11,3,4,1316
111,5,1,10,23,4,9,1,5,1753
181,6,0,6,24,4,8,2,6,1781
109,1,1,9,24,3,8,1,1,1587
165,5,1,15,24,7,7,3,4,2314
124,6,0,9,24,10,1,2,7,1839
171,4,1,15,23,6,5,1,4,2160
156,5,1,8,23,6,13,4,3,1958
145,3,1,7,24,7,9,0,3,1612
140,2,0,7,23,4,5,1,4,1509
179,3,1,12,23,5,16,1,8,2117
111,4,1,3,23,6,12,1,4,1509
98,1,0,6,23,3,11,3,4,1446
186,5,1,17,24,7,8,2,3,2347
141,1,1,16,23,5,14,2,0,2034
173,4,1,8,23,6,12,3,3,1941
110,5,0,7,24,5,3,3,5,1585
97,6,0,2,23,9,8,1,7,1420
185,6,0,6,23,10,2,2,5,1783
107,3,0,3,23,7,7,3,4,1380
150,3,0,2,24,4,5,3,5,1396
161,4,0,9,23,3,9,2,1,1656
111,6,1,10,23,7,9,3,8,1974
88,5,0,6,24,8,11,1,4,1478
107,6,0,7,24,6,7,0,7,1619
148,3,0,7,24,5,8,1,6,1576
93,4,0,2,24,8,9,4,7,1478
78,6,1,9,24,4,9,1,7,1733
108,4,1,9,23,7,14,2,6,1859
120,6,0,5,24,5,10,3,9,1671
141,1,1,7,24,6,12,0,2,1551
58,6,0,0,23,9,6,2,6,1268
176,3,1,9,24,5,7,1,4,1753
183,5,0,8,24,7,8,2,8,1927
194,3,0,7,23,4,7,2,3,1678
193,3,0,12,23,7,5,2,6,1945
180,3,0,6,23,6,7,0,5,1586
70,4,1,9,24,6,7,3,4,1708
113,2,0,5,23,3,12,1,6,1410
139,2,1,7,23,5,13,0,3,1645
85,1,1,9,23,4,7,0,2,1451
111,3,1,6,23,7,11,1,3,1568
125,2,0,5,24,8,2,0,6,1393
62,1,1,3,23,6,10,0,4,1200
60,4,1,8,24,5,10,2,3,1553
103,3,1,10,24,8,8,3,5,1829
65,5,0,5,24,6,5,3,6,1479
57,4,1,4,23,7,11,1,7,1398
153,1,0,8,23,4,6,3,6,1599
108,4,1,11,24,6,12,3,3,1935
106,5,1,6,24,3,14,1,3,1572
89,4,0,8,23,4,9,1,7,1612
179,1,0,7,24,4,12,1,4,1609
143,5,1,10,23,7,8,3,6,1993
187,5,0,8,24,6,7,3,5,1879
93,4,1,14,24,8,14,0,4,1980
